0,1,2,3
40.0,0,52.9142,36.446498999999996
41.0,0,52.93898877777778,36.270498999999994
42.0,0,52.96377755555556,36.09449899999999
43.0,0,52.98856633333334,35.91849899999999
44.0,0,53.01335511111112,35.74249899999999
45.0,0,53.0381438888889,35.566498999999986
46.0,0,53.062932666666676,35.390498999999984
47.0,0,53.087721444444455,35.21449899999998
48.0,0,53.112510222222234,35.03849899999998
49.0,0,53.137299,34.862499
50.0,0,52.842402029411765,34.78767844117647
51.0,0,52.54750505882353,34.712857882352935
52.0,0,52.2526080882353,34.6380373235294
53.0,0,51.957711117647065,34.56321676470587
54.0,0,51.66281414705883,34.48839620588234
55.0,0,51.3679171764706,34.413575647058806
56.0,0,51.073020205882365,34.338755088235274
57.0,0,50.77812323529413,34.26393452941174
58.0,0,50.4832262647059,34.18911397058821
59.0,0,50.188329294117665,34.11429341176468
60.0,0,49.89343232352943,34.039472852941145
61.0,0,49.5985353529412,33.96465229411761
62.0,0,49.303638382352965,33.88983173529408
63.0,0,49.00874141176473,33.81501117647055
64.0,0,48.7138444411765,33.740190617647016
65.0,0,48.418947470588265,33.665370058823484
66.0,0,48.12405050000003,33.59054949999995
67.0,0,47.8291535294118,33.51572894117642
68.0,0,47.534256558823564,33.44090838235289
69.0,0,47.23935958823533,33.366087823529355
70.0,0,46.9444626176471,33.29126726470582
71.0,0,46.649565647058864,33.21644670588229
72.0,0,46.35466867647063,33.14162614705876
73.0,0,46.0597717058824,33.066805588235226
74.0,0,45.764874735294164,32.991985029411694
75.0,0,45.46997776470593,32.91716447058816
76.0,0,45.1750807941177,32.84234391176463
77.0,0,44.880183823529464,32.7675233529411
78.0,0,44.58528685294123,32.692702794117565
79.0,0,44.290389882353,32.61788223529403
80.0,0,43.995492911764764,32.5430616764705
81.0,0,43.70059594117653,32.46824111764697
82.0,0,43.4056989705883,32.393420558823436
83.0,0,43.110802,32.3186
84.0,0,43.114799,32.456501
85.0,0,43.103101525,32.3555635
86.0,0,43.09140405,32.254626
87.0,0,43.079706575,32.1536885
88.0,0,43.068009100000005,32.052751
89.0,0,43.056311625000006,31.9518135
90.0,0,43.04461415000001,31.850876
91.0,0,43.03291667500001,31.7499385
92.0,0,43.02121920000001,31.649001
93.0,0,43.00952172500001,31.548063499999998
94.0,0,42.997824250000015,31.447125999999997
95.0,0,42.98612677500002,31.346188499999997
96.0,0,42.97442930000002,31.245250999999996
97.0,0,42.96273182500002,31.144313499999996
98.0,0,42.95103435000002,31.043375999999995
99.0,0,42.93933687500002,30.942438499999994
100.0,0,42.927639400000025,30.841500999999994
101.0,0,42.91594192500003,30.740563499999993
102.0,0,42.90424445000003,30.639625999999993
103.0,0,42.89254697500003,30.538688499999992
104.0,0,42.88084950000003,30.43775099999999
105.0,0,42.869152025000034,30.33681349999999
106.0,0,42.857454550000035,30.23587599999999
107.0,0,42.84575707500004,30.13493849999999
108.0,0,42.83405960000004,30.03400099999999
109.0,0,42.82236212500004,29.93306349999999
110.0,0,42.81066465000004,29.832125999999988
111.0,0,42.798967175000044,29.731188499999988
112.0,0,42.787269700000046,29.630250999999987
113.0,0,42.77557222500005,29.529313499999986
114.0,0,42.76387475000005,29.428375999999986
115.0,0,42.75217727500005,29.327438499999985
116.0,0,42.74047980000005,29.226500999999985
117.0,0,42.728782325000054,29.125563499999984
118.0,0,42.717084850000056,29.024625999999984
119.0,0,42.70538737500006,28.923688499999983
120.0,0,42.69368990000006,28.822750999999982
121.0,0,42.68199242500006,28.721813499999982
122.0,0,42.67029495000006,28.62087599999998
123.0,0,42.658597475000064,28.51993849999998
124.0,0,42.6469,28.419001
125.0,0,42.6407620862069,28.042333741379313
126.0,0,42.634624172413794,27.665666482758624
127.0,0,42.62848625862069,27.288999224137935
128.0,0,42.622348344827586,26.912331965517247
129.0,0,42.61621043103448,26.535664706896558
130.0,0,42.61007251724138,26.15899744827587
131.0,0,42.60393460344827,25.78233018965518
132.0,0,42.59779668965517,25.40566293103449
133.0,0,42.591658775862065,25.028995672413803
134.0,0,42.58552086206896,24.652328413793114
135.0,0,42.57938294827586,24.275661155172426
136.0,0,42.57324503448275,23.898993896551737
137.0,0,42.56710712068965,23.522326637931048
138.0,0,42.560969206896544,23.14565937931036
139.0,0,42.55483129310344,22.76899212068967
140.0,0,42.548693379310336,22.392324862068982
141.0,0,42.54255546551723,22.015657603448293
142.0,0,42.53641755172413,21.638990344827604
143.0,0,42.530279637931024,21.262323086206916
144.0,0,42.52414172413792,20.885655827586227
145.0,0,42.518003810344815,20.50898856896554
146.0,0,42.51186589655171,20.13232131034485
147.0,0,42.50572798275861,19.75565405172416
148.0,0,42.4995900689655,19.378986793103472
149.0,0,42.4934521551724,19.002319534482783
150.0,0,42.487314241379295,18.625652275862095
151.0,0,42.48117632758619,18.248985017241406
152.0,0,42.47503841379309,17.872317758620717
153.0,0,42.46890049999998,17.49565050000003
154.0,0,42.46276258620688,17.11898324137934
155.0,0,42.456624672413774,16.74231598275865
156.0,0,42.45048675862067,16.365648724137962
157.0,0,42.444348844827566,15.988981465517272
158.0,0,42.43821093103446,15.612314206896581
159.0,0,42.43207301724136,15.23564694827589
160.0,0,42.42593510344825,14.8589796896552
161.0,0,42.41979718965515,14.48231243103451
162.0,0,42.413659275862045,14.10564517241382
163.0,0,42.40752136206894,13.728977913793129
164.0,0,42.40138344827584,13.352310655172438
165.0,0,42.39524553448273,12.975643396551748
166.0,0,42.38910762068963,12.598976137931057
167.0,0,42.382969706896525,12.222308879310367
168.0,0,42.37683179310342,11.845641620689676
169.0,0,42.370693879310316,11.468974362068986
170.0,0,42.36455596551721,11.092307103448295
171.0,0,42.35841805172411,10.715639844827605
172.0,0,42.352280137931004,10.338972586206914
173.0,0,42.3461422241379,9.962305327586224
174.0,0,42.340004310344796,9.585638068965533
175.0,0,42.33386639655169,9.208970810344843
176.0,0,42.32772848275859,8.832303551724152
177.0,0,42.32159056896548,8.455636293103462
178.0,0,42.31545265517238,8.078969034482771
179.0,0,42.309314741379275,7.7023017758620815
180.0,0,42.30317682758617,7.325634517241392
181.0,0,42.29703891379307,6.948967258620702
182.0,0,42.290901,6.5723
183.0,0,42.3466,6.5497
184.0,0,42.372161891156466,6.590732653061224
185.0,0,42.39772378231293,6.631765306122448
186.0,0,42.423285673469394,6.672797959183672
187.0,0,42.44884756462586,6.713830612244896
188.0,0,42.47440945578232,6.7548632653061205
189.0,0,42.499971346938786,6.795895918367345
190.0,0,42.52553323809525,6.836928571428569
191.0,0,42.55109512925171,6.877961224489793
192.0,0,42.57665702040818,6.918993877551017
193.0,0,42.60221891156464,6.960026530612241
194.0,0,42.627780802721105,7.0010591836734655
195.0,0,42.65334269387757,7.04209183673469
196.0,0,42.67890458503403,7.083124489795914
197.0,0,42.7044664761905,7.124157142857138
198.0,0,42.73002836734696,7.165189795918362
199.0,0,42.755590258503425,7.206222448979586
200.0,0,42.78115214965989,7.2472551020408105
201.0,0,42.80671404081635,7.288287755102035
202.0,0,42.832275931972816,7.329320408163259
203.0,0,42.85783782312928,7.370353061224483
204.0,0,42.883399714285744,7.411385714285707
205.0,0,42.90896160544221,7.452418367346931
206.0,0,42.93452349659867,7.4934510204081555
207.0,0,42.960085387755136,7.53448367346938
208.0,0,42.9856472789116,7.575516326530604
209.0,0,43.011209170068064,7.616548979591828
210.0,0,43.03677106122453,7.657581632653052
211.0,0,43.06233295238099,7.698614285714276
212.0,0,43.087894843537455,7.7396469387755005
213.0,0,43.11345673469392,7.780679591836725
214.0,0,43.13901862585038,7.821712244897949
215.0,0,43.16458051700685,7.862744897959173
216.0,0,43.19014240816331,7.903777551020397
217.0,0,43.215704299319775,7.944810204081621
218.0,0,43.24126619047624,7.9858428571428455
219.0,0,43.2668280816327,8.02687551020407
220.0,0,43.29238997278917,8.067908163265294
221.0,0,43.31795186394563,8.108940816326518
222.0,0,43.343513755102094,8.149973469387742
223.0,0,43.36907564625856,8.191006122448966
224.0,0,43.39463753741502,8.23203877551019
225.0,0,43.420199428571486,8.273071428571415
226.0,0,43.44576131972795,8.314104081632639
227.0,0,43.471323210884414,8.355136734693863
228.0,0,43.49688510204088,8.396169387755087
229.0,0,43.52244699319734,8.437202040816311
230.0,0,43.548008884353806,8.478234693877535
231.0,0,43.57357077551027,8.51926734693876
232.0,0,43.59913266666673,8.560299999999984
233.0,0,43.6246945578232,8.601332653061208
234.0,0,43.65025644897966,8.642365306122432
235.0,0,43.675818340136125,8.683397959183656
236.0,0,43.70138023129259,8.72443061224488
237.0,0,43.72694212244905,8.765463265306105
238.0,0,43.75250401360552,8.806495918367329
239.0,0,43.77806590476198,8.847528571428553
240.0,0,43.803627795918445,8.888561224489777
241.0,0,43.82918968707491,8.929593877551001
242.0,0,43.85475157823137,8.970626530612225
243.0,0,43.880313469387836,9.01165918367345
244.0,0,43.9058753605443,9.052691836734674
245.0,0,43.931437251700764,9.093724489795898
246.0,0,43.95699914285723,9.134757142857122
247.0,0,43.98256103401369,9.175789795918346
248.0,0,44.008122925170156,9.21682244897957
249.0,0,44.03368481632662,9.257855102040795
250.0,0,44.059246707483084,9.298887755102019
251.0,0,44.08480859863955,9.339920408163243
252.0,0,44.11037048979601,9.380953061224467
253.0,0,44.135932380952475,9.421985714285691
254.0,0,44.16149427210894,9.463018367346915
255.0,0,44.1870561632654,9.50405102040814
256.0,0,44.21261805442187,9.545083673469364
257.0,0,44.23817994557833,9.586116326530588
258.0,0,44.263741836734795,9.627148979591812
259.0,0,44.28930372789126,9.668181632653036
260.0,0,44.31486561904772,9.70921428571426
261.0,0,44.34042751020419,9.750246938775485
262.0,0,44.36598940136065,9.791279591836709
263.0,0,44.391551292517114,9.832312244897933
264.0,0,44.41711318367358,9.873344897959157
265.0,0,44.44267507483004,9.914377551020381
266.0,0,44.468236965986506,9.955410204081605
267.0,0,44.49379885714297,9.99644285714283
268.0,0,44.519360748299434,10.037475510204054
269.0,0,44.5449226394559,10.078508163265278
270.0,0,44.57048453061236,10.119540816326502
271.0,0,44.596046421768825,10.160573469387726
272.0,0,44.62160831292529,10.20160612244895
273.0,0,44.64717020408175,10.242638775510175
274.0,0,44.67273209523822,10.283671428571399
275.0,0,44.69829398639468,10.324704081632623
276.0,0,44.723855877551145,10.365736734693847
277.0,0,44.74941776870761,10.406769387755071
278.0,0,44.77497965986407,10.447802040816295
279.0,0,44.80054155102054,10.48883469387752
280.0,0,44.826103442177,10.529867346938744
281.0,0,44.851665333333465,10.570899999999968
282.0,0,44.87722722448993,10.611932653061192
283.0,0,44.90278911564639,10.652965306122416
284.0,0,44.928351006802856,10.69399795918364
285.0,0,44.95391289795932,10.735030612244865
286.0,0,44.979474789115784,10.776063265306089
287.0,0,45.00503668027225,10.817095918367313
288.0,0,45.03059857142871,10.858128571428537
289.0,0,45.056160462585176,10.899161224489761
290.0,0,45.08172235374164,10.940193877550985
291.0,0,45.1072842448981,10.98122653061221
292.0,0,45.13284613605457,11.022259183673434
293.0,0,45.15840802721103,11.063291836734658
294.0,0,45.183969918367495,11.104324489795882
295.0,0,45.20953180952396,11.145357142857106
296.0,0,45.23509370068042,11.18638979591833
297.0,0,45.26065559183689,11.227422448979555
298.0,0,45.28621748299335,11.268455102040779
299.0,0,45.311779374149815,11.309487755102003
300.0,0,45.33734126530628,11.350520408163227
