,zone_get_possesion,bet_cen_A,bet_cen_B,entropy_A,entropy_B,pA_z1,pA_z2,pA_z3,pA_z4,pA_z5,pA_z6,pA_z7,pA_z8,pA_z9,pA_z10,pA_z11,pA_z12,pB_z1,pB_z2,pB_z3,pB_z4,pB_z5,pB_z6,pB_z7,pB_z8,pB_z9,pB_z10,pB_z11,pB_z12,danger_zone,pass_count_A,pass_count_B,tA_ball_poss,tB_ball_poss,AZ-1,AZ1,AZ2,AZ3,AZ4,AZ5,AZ6,AZ7,AZ8,AZ9,AZ10,AZ11,AZ12,BZ-1,BZ1,BZ2,BZ3,BZ4,BZ5,BZ6,BZ7,BZ8,BZ9,BZ10,BZ11,BZ12
10,1,0.10909090909090907,0.07676767676767676,1.794469066232299,2.125531133096486,0,0,1,0,3,4,0,1,1,0,1,0,0,2,1,0,1,4,0,0,2,1,0,0,0.0,1,3,0.36232876712328765,0.6376712328767123,0.0,0.0,0.0,0.7259761590361448,0.0,0.8869224939759033,1.8779612891566266,0.0,0.3438394987951806,0.08430127951807238,0.0,0.10941686024096377,0.0,0.0,0.0,0.19912218795180717,0.3332986192771084,0.0,0.4559182771084337,1.7609843855421687,0.0,0.0,0.9079398506024097,0.7127120963855426,0.0,0.0
11,3,0.06666666666666667,0.10505050505050505,1.8131203414329442,1.8620468712875324,0,0,0,0,2,4,0,2,2,0,1,0,0,1,0,0,2,5,0,1,1,1,0,0,0.0,0,1,0.6738594327990136,0.3261405672009864,0.0,0.0,0.0,0.0,0.0,2.3581446722891566,3.2871415807228908,0.0,1.1700253807228918,1.0654010746987952,0.0,0.29573903132530077,0.0,0.0,0.0,0.11228034216867473,0.0,0.0,4.364990580722894,2.882160990361446,0.0,2.3149138626506036,1.5537790843373493,0.3843136481927714,0.0,0.0
12,9,0.10505050505050505,0.08686868686868686,1.8392642168253865,2.030179643119286,0,2,2,0,1,3,0,2,0,1,0,0,0,1,0,0,2,6,0,0,1,1,0,0,0.0,1,3,0.40854978354978355,0.5914502164502164,0.0,0.0,3.7164564867469863,0.7239508698795183,0.0,0.22101584096385554,0.7332677927710842,0.0,0.18138280481927727,0.0,0.15233422409638558,0.0,0.0,0.0,0.0,0.2968128506024096,0.0,0.0,1.4715630578313266,4.600692657831324,0.0,0.0,1.389352995180722,0.289023036144578,0.0,0.0
13,7,0.09494949494949494,0.10101010101010101,1.9001097708977555,1.8678790703022996,0,1,2,0,3,4,0,1,0,0,0,0,1,2,5,0,1,2,0,0,0,0,0,0,0.0,0,1,0.6155151926667798,0.3844848073332202,0.0,0.0,3.6116933566265073,2.0396149590361454,0.0,2.8680433084337347,5.350833122891568,0.0,0.12117589156626535,0.0,0.0,0.0,0.0,0.0,0.3626975132530124,0.7468814240963865,1.6311153108433738,0.0,0.5651330963855421,1.1687163903614453,0.0,0.0,0.0,0.0,0.0,0.0
14,7,0.09898989898989896,0.08282828282828282,1.8710010470057943,2.0197532768692232,0,0,0,0,4,2,0,3,1,0,1,0,0,5,1,0,3,2,0,0,0,0,0,0,0.0,1,0,0.38677490275663795,0.613225097243362,0.0,0.0,0.0,0.0,0.0,0.877362506024096,1.0463030024096396,0.0,0.5654330530120482,0.19690647469879513,0.0,0.2523141759036142,0.0,0.0,0.0,5.592443862650603,3.4913070795180716,0.0,4.4014380289156625,3.528931062650601,0.0,0.0,0.0,0.0,0.0,0.0
15,10,0.08282828282828283,0.10303030303030303,2.08801804902495,1.8819375768861846,1,1,1,0,1,2,0,1,0,3,1,0,0,1,0,0,4,5,0,0,1,0,0,0,1.0,0,0,0.6389327439216924,0.3610672560783076,0.0,2.242298725301205,1.4562213397590362,0.5918029012048195,0.0,0.5092943277108429,0.5505723614457825,0.0,0.1747990192771082,0.0,3.650376166265062,0.21121405301204818,0.0,0.0,0.0,0.2511077927710843,0.0,0.0,1.399173209638555,1.2158159710843377,0.0,0.0,0.041122763855421615,0.0,0.0,0.0
16,10,0.10303030303030303,0.08282828282828282,1.8819375768861846,2.069970298890497,0,0,0,0,2,1,0,4,3,0,1,0,0,1,0,0,4,2,0,1,3,0,0,0,0.0,0,0,0.36116811365430146,0.6388318863456985,0.0,0.0,0.0,0.0,0.0,2.5745434915662653,0.16053284096385526,0.0,9.651266060240966,4.195086346987953,0.0,0.1733037975903616,0.0,0.0,0.0,0.0766043132530119,0.0,0.0,3.4590491927710896,3.534136272289153,0.0,2.374146643373496,1.9809066939759044,0.0,0.0,0.0
17,10,0.06262626262626264,0.07272727272727274,1.8544505673011615,2.1737072923114678,0,0,0,0,2,1,2,2,1,2,1,0,0,1,0,0,2,0,2,3,2,0,1,0,0.0,1,1,0.6666666666666666,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,1.7408040939759033,1.1283258722891576,1.741362224096386,1.6327102554216852,1.5397200650602416,3.13074607228916,0.17647661204819265,0.0,0.0,0.0,0.1498204698795178,0.0,0.0,3.0338934000000015,0.0,3.7375808313253014,8.962528698795184,6.9320965373494,0.0,1.292154440963856,0.0
18,3,0.08484848484848485,0.09494949494949495,2.0509446027907496,2.005928279299267,0,1,1,0,2,2,0,1,1,2,1,0,0,1,0,0,3,1,1,2,0,3,0,0,0.0,1,0,0.36364900570157144,0.6363509942984286,0.0,0.0,0.661579308433735,1.248054925301204,0.0,2.53083616626506,2.894851142168675,0.0,0.26823607228915675,1.166621009638554,2.2568521518072293,0.08907802409638546,0.0,0.0,0.0,0.17634683855421648,0.0,0.0,2.4838154602409634,0.8446086650602416,1.1135641951807227,1.7876308120481934,0.0,4.5417466987951824,0.0,0.0
19,6,0.10101010101010101,0.0707070707070707,1.9424451474066444,2.1868198179260996,0,0,0,0,2,2,1,4,0,1,1,0,0,1,0,0,6,3,0,1,0,0,0,0,0.0,1,1,0.6543748347872059,0.34562516521279407,0.0,0.0,0.0,0.0,0.0,1.3815047060240966,1.1479755903614461,1.897152918072288,5.646640091566261,0.0,1.020484518072289,2.755702525301203,0.0,0.0,0.0,3.445478595180724,0.0,0.0,16.49243578554217,8.6665641686747,0.0,1.0597993084337352,0.0,0.0,0.0,0.0
20,6,0.08484848484848485,0.06666666666666667,1.6356762571034793,1.7940825330341161,0,0,0,0,1,0,4,2,1,0,2,1,0,1,0,0,2,0,1,4,1,1,1,0,0.0,1,0,0.3780150753768844,0.6219849246231156,0.0,0.0,0.0,0.0,0.0,1.4173225445783149,0.0,2.100891607228917,0.5674220674698793,0.06161639277108448,0.0,0.5250686746987957,0.21233546024096375,0.0,0.0,0.043236679518072266,0.0,0.0,0.9664590433734945,0.0,0.07122854457831355,2.9749369807228927,1.0991279855421687,0.18807513253012015,0.1135671903614457,0.0
21,6,0.10303030303030304,0.10909090909090911,1.935683000725907,1.9373569673805633,0,0,0,0,3,4,1,1,1,0,1,0,0,1,0,0,2,0,2,4,1,1,0,0,0.0,0,1,0.6224592220828106,0.37754077791718943,0.0,0.0,0.0,0.0,0.0,1.6361704120481926,5.448920212048191,0.32305365542168696,0.42133784096385546,0.6800203301204828,0.0,0.11905337349397618,0.0,0.0,0.0,0.07382469397590394,0.0,0.0,1.143852036144578,0.0,0.8044801373493982,2.252827879518073,0.4255544819277112,0.09044289397590367,0.0,0.0
22,6,0.1313131313131313,0.07878787878787878,1.7463001486288656,2.0975221648129097,0,0,0,0,2,0,3,2,1,2,1,0,0,1,0,0,2,0,1,5,1,1,0,0,0.0,0,0,0.39720534629404614,0.6027946537059539,0.0,0.0,0.0,0.0,0.0,0.9266467734939763,0.0,1.1460140674698793,0.5875052313253006,1.0404986313253017,1.5618245710843388,0.19578865301204867,0.0,0.0,0.0,0.0843786216867468,0.0,0.0,2.7728913397590333,0.0,0.13930410361445797,3.0169398433734953,1.0500198722891558,0.08251872289156655,0.0,0.0
23,6,0.060606060606060615,0.11111111111111115,1.8685629267492325,1.789375606500622,1,2,1,0,2,2,0,1,0,1,1,0,0,1,0,0,3,0,1,1,1,4,0,0,0.0,0,0,0.6094384707287933,0.3905615292712067,0.0,0.4762268313253006,5.653583783132531,0.38609344337349405,0.0,1.0281320891566261,2.889649033734941,0.0,0.35226490120481996,0.0,0.5135067686746991,0.013202118072289184,0.0,0.0,0.0,0.19601932771084374,0.0,0.0,1.1237016506024102,0.0,1.0374556987951813,0.6360459542168669,1.1911421277108436,1.2004454096385544,0.0,0.0
24,6,0.09494949494949494,0.05656565656565657,1.9443517668586432,1.9094970295056157,0,2,1,0,3,3,0,0,0,1,1,0,0,4,2,0,1,3,0,0,0,1,0,0,0.0,0,0,0.39063433281567317,0.6093656671843268,0.0,0.0,2.113770802409638,0.3147631807228914,0.0,0.9822445373493973,2.407921004819278,0.0,0.0,0.0,0.6823292530120479,0.07336945301204827,0.0,0.0,0.0,2.210292563855421,2.4297369975903607,0.0,0.6467139975903612,1.019737691566265,0.0,0.0,0.0,0.3119854554216866,0.0,0.0
25,2,0.09090909090909091,0.09494949494949495,1.948930815497618,1.9340588791911513,0,0,0,0,3,2,1,2,2,0,1,0,0,1,0,1,2,0,0,3,2,0,1,1,0.0,0,2,0.6372712146422629,0.3627287853577371,0.0,0.0,0.0,0.0,0.0,0.9175093807228919,0.5771653807228916,0.22278890602409632,0.9609676771084326,0.9243355373493978,0.0,0.12705354216867426,0.0,0.0,0.0,1.7506055999999994,0.0,1.2244230867469876,1.767503132530122,0.0,0.0,1.7646851855421675,1.0543258843373498,0.0,0.09513471325301194,0.11778853734939748
