,pass_count,prev_ball_zone,zone_get_possesion,bet_cen_A,bet_cen_B,entropy_A,entropy_B,pA_z1,pA_z2,pA_z3,pA_z4,pA_z5,pA_z6,pA_z7,pA_z8,pA_z9,pA_z10,pA_z11,pA_z12,pB_z1,pB_z2,pB_z3,pB_z4,pB_z5,pB_z6,pB_z7,pB_z8,pB_z9,pB_z10,pB_z11,pB_z12,tA_ball_poss,tB_ball_poss,danger_zone,AZ1,AZ2,AZ3,AZ4,AZ5,AZ6,AZ7,AZ8,AZ9,AZ10,AZ11,AZ12,BZ1,BZ2,BZ3,BZ4,BZ5,BZ6,BZ7,BZ8,BZ9,BZ10,BZ11,BZ12
33,10,12.0,6.0,0.09696969696969698,0.13939393939393938,1.9508901755618948,1.6593081050908738,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0.6030059600932884,0.39699403990671156,0,0.0,0.0,0.0,0.0,8.86610788944412,10.467668878132484,0.0,25.167403386711356,39.380964212878595,0.0,3.866755032691874,7.879974518047835,0.0,2.7054312072283415,0.0,0.0,16.297069365788026,9.507192962534495,0.0,26.39426989068736,38.25581287105035,0.0,0.0,0.0
34,10,9.0,9.0,0.09696969696969697,0.08888888888888888,1.8821860852427896,2.03874703197647,1,0,0,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,1,2,1,0,0,0.6089385474860335,0.39106145251396646,0,0.0,0.0,0.0,0.0,18.561875638233793,20.252597890511446,0.0,15.824964024476955,37.22354507423475,0.0,3.892386836512661,0.0,0.0,2.6906247088936444,0.0,0.0,25.357149782349953,18.014488242509852,0.0,17.481638084810093,30.036171256903174,0.0,0.0,0.0
35,10,8.0,8.0,0.08484848484848485,0.08484848484848484,2.0834328630549632,2.0656533972093083,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0.616428398352314,0.38357160164768594,0,0.0,0.0,0.0,0.0,20.219458746831762,9.119960570812765,18.805542524199616,26.7023738761864,8.098118048993976,9.243659728706023,4.068956672486771,0.0,0.0,2.7195400853866487,0.0,0.0,38.18512835707012,8.655200115131143,0.0,18.041364915604028,18.44572797574581,9.594812799316365,0.0,0.0
36,10,7.0,8.0,0.08484848484848485,0.09090909090909091,2.0834328630549632,2.001207038175663,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0.6167070217917675,0.38329297820823244,0,0.0,0.0,0.0,0.0,20.237262185417805,9.121805074037455,18.83979266828213,26.707918734351544,8.094040757302933,9.258739391029723,4.069726008699325,0.0,0.0,2.719810129224857,0.0,0.0,38.19800123569959,8.658944618953967,0.0,18.066576042464114,18.455660074633407,9.594676804392282,0.0,0.0
37,11,8.0,8.0,0.08484848484848485,0.08484848484848484,2.0834328630549632,2.0727484886173895,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0.6179097272507844,0.38209027274921553,0,0.0,0.0,0.0,0.0,20.31550930778988,9.135268368718966,18.980160493561375,26.717727333229835,8.078841448071673,9.331598201689122,4.069596236748607,0.0,0.0,2.722601435352662,0.0,0.0,38.26636012683494,8.679006357890199,0.0,18.166189131665213,18.48526475956377,9.599859030366439,0.0,0.0
38,10,5.0,8.0,0.08282828282828283,0.07474747474747476,2.1067118018127524,2.144947450056464,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0.623453853472883,0.37654614652711704,0,0.0,0.0,0.0,0.0,32.82243968385095,9.24212902010382,9.07066053417447,15.287993650156995,8.054933634223477,19.329656427038195,4.075132302878296,0.0,0.0,2.7451257892755567,0.0,0.0,39.71146193682251,18.349906764427494,0.0,8.317525440485158,9.003523152531901,19.067325395808673,0.0,0.0
39,11,10.0,8.0,0.08686868686868687,0.08484848484848485,2.0482930002537993,1.5629922008510277,1,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,1,0,1,1,0,0.6327146171693735,0.36728538283062645,1,11.959582899914835,9.714193489583337,0.0,0.0,21.807153309639027,8.230257916464796,0.0,15.604307638819282,0.0,29.63623257972108,4.16543527531365,0.0,10.117614045100096,30.533251168465142,0.0,0.0,39.71489279258423,0.0,0.0,0.0,9.06911294727396,9.309987820821595,0.0,0.0
40,10,1.0,1.0,0.098989898989899,0.07474747474747474,1.5149650400265748,1.6844489541703231,2,1,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0.6478029294274301,0.3521970705725699,0,32.89442384781826,21.673637282110498,0.0,0.0,17.701526837663877,8.094664947506224,0.0,7.886422467752719,0.0,10.2513964302613,4.205178964796335,0.0,29.23176913490309,43.45971529374265,0.0,0.0,18.67629003693531,0.0,0.0,9.082918012657155,0.0,0.0,0.0,0.0
41,11,10.0,1.0,0.07676767676767676,0.07070707070707072,1.7061980264806968,1.76219367252204,1,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,1,1,0,0.6560468140442133,0.3439531859557867,0,23.23287208169672,21.789383690224554,0.0,0.0,17.5954824364145,8.224938555255621,0.0,7.768862902176832,0.0,19.758825794709132,3.9497928908440865,0.0,29.248910502731164,32.784996808825426,0.0,0.0,27.553305323685723,0.0,0.0,0.0,0.0,10.621590589760423,0.0,0.0
42,11,5.0,1.0,0.08888888888888889,0.050505050505050504,1.5889349302388374,1.9476800754218488,1,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,1,0,0.6590762620837809,0.3409237379162191,0,10.562914538921083,22.33795048332101,0.0,0.0,29.86411595202042,8.36287720615201,0.0,7.7767535249481785,0.0,19.75200069719719,3.819491603425196,0.0,18.243683243184762,43.86613232824716,0.0,0.0,38.19720459227687,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,10,6.0,1.0,0.11313131313131314,0.0787878787878788,1.7901489385625409,2.114365571834878,1,0,1,0,0,1,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0.6650485436893204,0.33495145631067963,1,20.503515887867252,25.064618374704438,9.887216275016298,0.0,18.07791227470506,8.378942664346232,0.0,7.738773991297661,0.0,10.000651590239318,3.8203180554686127,0.0,8.844089750753847,45.32285451440585,9.341259423557823,0.0,27.836710820131383,10.292109089203748,0.0,0.0,0.0,0.0,0.0,0.0
44,11,3.0,3.0,0.06464646464646465,0.07676767676767678,1.838973142828439,2.045534198036387,1,1,2,0,0,0,0,0,0,0,1,0,3,1,2,0,0,0,0,0,0,0,1,0,0.6565879054865839,0.3434120945134161,0,0.0,33.16959593454176,31.78322414163417,0.0,17.469161928090777,17.651267760074536,0.0,0.0,0.0,0.0,3.49934100064074,0.0,0.0,42.42937238133865,32.08538100277214,0.0,7.2710108666806335,19.629967284214736,0.0,0.0,0.0,0.0,0.0,0.0
